candidate_id,name,education,experience_years,skills,certifications,projects_count,github_score,linkedin_activity,domain,resume_text
C126,Candidate_126,B.Tech,8,"Power BI, PyTorch, Azure, TensorFlow, Deep Learning, Python",AWS,2,91,51,AI,"Power BI, PyTorch, Azure, TensorFlow, Deep Learning, Python. 6 projects completed. Certified in Google. Domain: Cloud."
C127,Candidate_127,B.Sc Data Science,7,"TensorFlow, AWS, NLP",Google,7,75,99,Data Science,"TensorFlow, AWS, NLP. 4 projects completed. Certified in Azure. Domain: Analytics."
C128,Candidate_128,B.Sc Data Science,3,"TensorFlow, AWS, NLP, Power BI, SQL",Google,1,78,71,AI,"TensorFlow, AWS, NLP, Power BI, SQL. 5 projects completed. Certified in Azure. Domain: Data Science."
C129,Candidate_129,M.Tech,5,"Deep Learning, Machine Learning, Python",Google,8,63,97,AI,"Deep Learning, Machine Learning, Python. 5 projects completed. Certified in AWS. Domain: Cloud."
C130,Candidate_130,B.Tech,7,"NLP, AWS, SQL, Python",Google,1,52,93,Cloud,"NLP, AWS, SQL, Python. 4 projects completed. Certified in Azure. Domain: Data Science."
C131,Candidate_131,B.Tech,0,"NLP, Power BI, Azure",AWS,2,100,50,AI,"NLP, Power BI, Azure. 1 projects completed. Certified in Azure. Domain: Data Science."
C132,Candidate_132,B.Sc Data Science,10,"PyTorch, SQL, Tableau, AWS, TensorFlow, NLP",None,7,76,69,Analytics,"PyTorch, SQL, Tableau, AWS, TensorFlow, NLP. 3 projects completed. Certified in Google. Domain: Analytics."
C133,Candidate_133,M.Tech,1,"Deep Learning, Machine Learning, NLP, Power BI, TensorFlow",None,6,80,98,AI,"Deep Learning, Machine Learning, NLP, Power BI, TensorFlow. 2 projects completed. Certified in Google. Domain: AI."
C134,Candidate_134,MCA,9,"Azure, PyTorch, AWS, NLP, Python",None,8,53,66,Cloud,"Azure, PyTorch, AWS, NLP, Python. 5 projects completed. Certified in Google. Domain: AI."
C135,Candidate_135,B.Sc Data Science,2,"TensorFlow, Deep Learning, SQL, Tableau",Google,1,67,67,AI,"TensorFlow, Deep Learning, SQL, Tableau. 7 projects completed. Certified in Google. Domain: Data Science."
C136,Candidate_136,B.Tech,6,"Machine Learning, TensorFlow, Deep Learning, PyTorch, Azure",AWS,7,74,66,Analytics,"Machine Learning, TensorFlow, Deep Learning, PyTorch, Azure. 9 projects completed. Certified in Google. Domain: Analytics."
C137,Candidate_137,MCA,3,"TensorFlow, NLP, PyTorch",AWS,9,71,86,Analytics,"TensorFlow, NLP, PyTorch. 4 projects completed. Certified in AWS. Domain: Data Science."
C138,Candidate_138,MCA,8,"PyTorch, TensorFlow, Machine Learning, Python, Tableau, Deep Learning",AWS,3,62,91,AI,"PyTorch, TensorFlow, Machine Learning, Python, Tableau, Deep Learning. 5 projects completed. Certified in Google. Domain: Data Science."
C139,Candidate_139,M.Tech,8,"Deep Learning, SQL, TensorFlow, Machine Learning, PyTorch",AWS,9,59,82,Data Science,"Deep Learning, SQL, TensorFlow, Machine Learning, PyTorch. 4 projects completed. Certified in AWS. Domain: Analytics."
C140,Candidate_140,B.Sc Data Science,10,"TensorFlow, SQL, Machine Learning, AWS",Azure,4,62,77,Data Science,"TensorFlow, SQL, Machine Learning, AWS. 1 projects completed. Certified in Google. Domain: Cloud."
C141,Candidate_141,B.Sc Data Science,7,"Python, AWS, Machine Learning, Deep Learning, Azure",Azure,10,57,54,AI,"Python, AWS, Machine Learning, Deep Learning, Azure. 2 projects completed. Certified in AWS. Domain: AI."
C142,Candidate_142,MCA,6,"NLP, AWS, Azure, TensorFlow, Tableau, PyTorch",Azure,9,78,82,Data Science,"NLP, AWS, Azure, TensorFlow, Tableau, PyTorch. 6 projects completed. Certified in AWS. Domain: Data Science."
C143,Candidate_143,M.Tech,5,"Python, NLP, PyTorch, Deep Learning",Google,10,97,79,Data Science,"Python, NLP, PyTorch, Deep Learning. 9 projects completed. Certified in Google. Domain: Cloud."
C144,Candidate_144,B.Sc Data Science,4,"PyTorch, Python, Machine Learning, Azure",None,8,54,96,Analytics,"PyTorch, Python, Machine Learning, Azure. 3 projects completed. Certified in Azure. Domain: AI."
C145,Candidate_145,B.Tech,5,"AWS, PyTorch, Python, Power BI",None,9,95,84,Analytics,"AWS, PyTorch, Python, Power BI. 10 projects completed. Certified in Google. Domain: Analytics."
C146,Candidate_146,B.Sc Data Science,10,"Deep Learning, Python, TensorFlow, SQL, Tableau",None,8,79,72,AI,"Deep Learning, Python, TensorFlow, SQL, Tableau. 9 projects completed. Certified in Google. Domain: AI."
C147,Candidate_147,B.Tech,8,"PyTorch, TensorFlow, Tableau, Power BI",Azure,9,60,58,Data Science,"PyTorch, TensorFlow, Tableau, Power BI. 5 projects completed. Certified in Azure. Domain: Analytics."
C148,Candidate_148,B.Sc Data Science,10,"Deep Learning, NLP, AWS",None,1,85,83,Analytics,"Deep Learning, NLP, AWS. 6 projects completed. Certified in AWS. Domain: Data Science."
C149,Candidate_149,B.Sc Data Science,10,"PyTorch, Python, Deep Learning, AWS, SQL",Azure,2,96,77,Analytics,"PyTorch, Python, Deep Learning, AWS, SQL. 9 projects completed. Certified in AWS. Domain: Analytics."
C150,Candidate_150,MCA,5,"Tableau, NLP, TensorFlow, SQL, AWS",AWS,1,61,89,Analytics,"Tableau, NLP, TensorFlow, SQL, AWS. 1 projects completed. Certified in Azure. Domain: Analytics."
C151,Candidate_151,B.Tech,3,"NLP, Python, SQL, Power BI, TensorFlow, Machine Learning",AWS,4,77,60,AI,"NLP, Python, SQL, Power BI, TensorFlow, Machine Learning. 3 projects completed. Certified in Google. Domain: Analytics."
C152,Candidate_152,MCA,3,"TensorFlow, Python, Power BI, NLP, Tableau, PyTorch",Azure,4,73,99,Data Science,"TensorFlow, Python, Power BI, NLP, Tableau, PyTorch. 5 projects completed. Certified in Azure. Domain: Data Science."
C153,Candidate_153,B.Sc Data Science,7,"AWS, Power BI, Python, Deep Learning, Machine Learning, TensorFlow",Azure,7,66,94,AI,"AWS, Power BI, Python, Deep Learning, Machine Learning, TensorFlow. 10 projects completed. Certified in Azure. Domain: Data Science."
C154,Candidate_154,M.Tech,2,"Azure, Deep Learning, Machine Learning, Python, Power BI, Tableau",Azure,4,64,69,AI,"Azure, Deep Learning, Machine Learning, Python, Power BI, Tableau. 7 projects completed. Certified in AWS. Domain: Cloud."
C155,Candidate_155,MCA,7,"Machine Learning, Azure, AWS, Tableau, NLP, SQL",Google,10,56,58,AI,"Machine Learning, Azure, AWS, Tableau, NLP, SQL. 1 projects completed. Certified in Azure. Domain: Analytics."
C156,Candidate_156,B.Tech,2,"SQL, Tableau, Deep Learning, NLP",AWS,6,77,98,AI,"SQL, Tableau, Deep Learning, NLP. 5 projects completed. Certified in Azure. Domain: Data Science."
C157,Candidate_157,MCA,4,"AWS, NLP, Machine Learning, TensorFlow, PyTorch",None,4,56,50,Cloud,"AWS, NLP, Machine Learning, TensorFlow, PyTorch. 1 projects completed. Certified in AWS. Domain: Analytics."
C158,Candidate_158,M.Tech,2,"Azure, Python, Power BI",Azure,2,94,96,Analytics,"Azure, Python, Power BI. 8 projects completed. Certified in Google. Domain: AI."
C159,Candidate_159,B.Tech,7,"SQL, Python, Azure, NLP, Tableau, TensorFlow",AWS,8,60,64,AI,"SQL, Python, Azure, NLP, Tableau, TensorFlow. 8 projects completed. Certified in Google. Domain: Data Science."
C160,Candidate_160,B.Sc Data Science,0,"Tableau, Python, AWS, SQL, NLP",AWS,2,53,54,Analytics,"Tableau, Python, AWS, SQL, NLP. 5 projects completed. Certified in Azure. Domain: Analytics."
C161,Candidate_161,B.Tech,2,"Power BI, SQL, Deep Learning",Azure,4,80,52,AI,"Power BI, SQL, Deep Learning. 2 projects completed. Certified in Google. Domain: Data Science."
C162,Candidate_162,B.Sc Data Science,1,"PyTorch, AWS, Tableau, Machine Learning",AWS,5,83,80,Data Science,"PyTorch, AWS, Tableau, Machine Learning. 5 projects completed. Certified in AWS. Domain: Cloud."
C163,Candidate_163,MCA,2,"Machine Learning, Python, PyTorch",AWS,1,93,56,AI,"Machine Learning, Python, PyTorch. 9 projects completed. Certified in Google. Domain: AI."
C164,Candidate_164,MCA,4,"AWS, SQL, NLP, Tableau",Google,8,95,57,Analytics,"AWS, SQL, NLP, Tableau. 7 projects completed. Certified in Azure. Domain: Analytics."
C165,Candidate_165,B.Tech,6,"Power BI, AWS, Deep Learning, Azure, NLP, Python",AWS,4,95,61,Analytics,"Power BI, AWS, Deep Learning, Azure, NLP, Python. 10 projects completed. Certified in AWS. Domain: Analytics."
C166,Candidate_166,MCA,2,"Tableau, AWS, Power BI, NLP, Python, Azure",None,1,50,73,AI,"Tableau, AWS, Power BI, NLP, Python, Azure. 2 projects completed. Certified in AWS. Domain: Analytics."
C167,Candidate_167,B.Tech,1,"Python, Power BI, Deep Learning, PyTorch, TensorFlow, AWS",None,3,54,95,AI,"Python, Power BI, Deep Learning, PyTorch, TensorFlow, AWS. 9 projects completed. Certified in AWS. Domain: Data Science."
C168,Candidate_168,MCA,1,"AWS, Tableau, Machine Learning, Azure, PyTorch",Google,3,52,52,Cloud,"AWS, Tableau, Machine Learning, Azure, PyTorch. 1 projects completed. Certified in Azure. Domain: Data Science."
C169,Candidate_169,B.Sc Data Science,10,"Deep Learning, Python, Azure, TensorFlow",Azure,2,62,98,Data Science,"Deep Learning, Python, Azure, TensorFlow. 3 projects completed. Certified in Azure. Domain: Analytics."
C170,Candidate_170,B.Tech,9,"NLP, TensorFlow, Power BI",None,2,54,75,Data Science,"NLP, TensorFlow, Power BI. 6 projects completed. Certified in Azure. Domain: Analytics."
C171,Candidate_171,B.Sc Data Science,7,"TensorFlow, SQL, PyTorch",None,5,69,86,Analytics,"TensorFlow, SQL, PyTorch. 7 projects completed. Certified in Google. Domain: Data Science."
C172,Candidate_172,MCA,1,"AWS, Azure, Python, Tableau, Power BI, SQL",AWS,8,97,100,Analytics,"AWS, Azure, Python, Tableau, Power BI, SQL. 5 projects completed. Certified in Google. Domain: Analytics."
C173,Candidate_173,B.Sc Data Science,9,"NLP, Azure, Python, Machine Learning, PyTorch, Deep Learning",AWS,10,73,83,Cloud,"NLP, Azure, Python, Machine Learning, PyTorch, Deep Learning. 1 projects completed. Certified in Azure. Domain: AI."
C174,Candidate_174,M.Tech,6,"TensorFlow, AWS, Tableau, Power BI, PyTorch",None,7,70,96,Analytics,"TensorFlow, AWS, Tableau, Power BI, PyTorch. 6 projects completed. Certified in Google. Domain: Data Science."
C175,Candidate_175,B.Tech,4,"Python, Tableau, Deep Learning, AWS, PyTorch",None,9,59,75,Cloud,"Python, Tableau, Deep Learning, AWS, PyTorch. 1 projects completed. Certified in Azure. Domain: AI."
C176,Candidate_176,MCA,7,"AWS, TensorFlow, NLP",Azure,1,83,93,Analytics,"AWS, TensorFlow, NLP. 6 projects completed. Certified in AWS. Domain: Cloud."
C177,Candidate_177,MCA,5,"Machine Learning, Tableau, Azure, AWS",Azure,3,62,52,Analytics,"Machine Learning, Tableau, Azure, AWS. 7 projects completed. Certified in Google. Domain: Data Science."
C178,Candidate_178,B.Tech,4,"Machine Learning, AWS, Deep Learning, Python, SQL, Azure",Google,3,50,93,Analytics,"Machine Learning, AWS, Deep Learning, Python, SQL, Azure. 2 projects completed. Certified in Google. Domain: Analytics."
C179,Candidate_179,MCA,1,"Tableau, Python, Power BI, PyTorch, Deep Learning, Azure",Google,8,80,51,Analytics,"Tableau, Python, Power BI, PyTorch, Deep Learning, Azure. 6 projects completed. Certified in Azure. Domain: Cloud."
C180,Candidate_180,B.Sc Data Science,5,"PyTorch, Deep Learning, Machine Learning",None,6,56,99,Analytics,"PyTorch, Deep Learning, Machine Learning. 4 projects completed. Certified in AWS. Domain: Cloud."
C181,Candidate_181,M.Tech,7,"Machine Learning, Azure, Python, SQL, Tableau",None,4,57,82,Data Science,"Machine Learning, Azure, Python, SQL, Tableau. 2 projects completed. Certified in AWS. Domain: Data Science."
C182,Candidate_182,MCA,10,"Azure, AWS, Machine Learning",Google,3,65,62,AI,"Azure, AWS, Machine Learning. 1 projects completed. Certified in Google. Domain: Data Science."
C183,Candidate_183,B.Sc Data Science,7,"NLP, Python, AWS, Power BI, Deep Learning",Google,2,99,68,Data Science,"NLP, Python, AWS, Power BI, Deep Learning. 3 projects completed. Certified in Azure. Domain: Cloud."
C184,Candidate_184,B.Sc Data Science,5,"SQL, Python, Deep Learning, TensorFlow, NLP",None,9,66,100,Data Science,"SQL, Python, Deep Learning, TensorFlow, NLP. 4 projects completed. Certified in Azure. Domain: AI."
C185,Candidate_185,B.Sc Data Science,4,"Tableau, Python, PyTorch, Machine Learning, TensorFlow",None,9,81,55,Data Science,"Tableau, Python, PyTorch, Machine Learning, TensorFlow. 8 projects completed. Certified in Google. Domain: Data Science."
C186,Candidate_186,M.Tech,1,"Azure, TensorFlow, NLP",Google,2,55,87,AI,"Azure, TensorFlow, NLP. 1 projects completed. Certified in AWS. Domain: Analytics."
C187,Candidate_187,B.Sc Data Science,4,"Azure, SQL, Deep Learning, TensorFlow, NLP",None,4,50,55,Cloud,"Azure, SQL, Deep Learning, TensorFlow, NLP. 3 projects completed. Certified in Azure. Domain: Cloud."
C188,Candidate_188,M.Tech,0,"Azure, Deep Learning, PyTorch, Tableau",AWS,1,87,51,Analytics,"Azure, Deep Learning, PyTorch, Tableau. 5 projects completed. Certified in Azure. Domain: Data Science."
C189,Candidate_189,MCA,7,"SQL, PyTorch, TensorFlow",AWS,2,81,84,Cloud,"SQL, PyTorch, TensorFlow. 1 projects completed. Certified in AWS. Domain: AI."
C190,Candidate_190,MCA,0,"Tableau, SQL, PyTorch, AWS",None,10,73,56,AI,"Tableau, SQL, PyTorch, AWS. 5 projects completed. Certified in AWS. Domain: Cloud."
C191,Candidate_191,MCA,3,"Azure, PyTorch, TensorFlow, Machine Learning, SQL",AWS,3,94,64,Analytics,"Azure, PyTorch, TensorFlow, Machine Learning, SQL. 8 projects completed. Certified in AWS. Domain: Cloud."
C192,Candidate_192,B.Tech,8,"Power BI, Azure, TensorFlow, Deep Learning, PyTorch",Google,9,82,68,Cloud,"Power BI, Azure, TensorFlow, Deep Learning, PyTorch. 8 projects completed. Certified in Azure. Domain: Cloud."
C193,Candidate_193,MCA,0,"NLP, AWS, PyTorch",AWS,3,78,88,AI,"NLP, AWS, PyTorch. 2 projects completed. Certified in Google. Domain: Analytics."
C194,Candidate_194,B.Tech,8,"Power BI, Deep Learning, Azure, Machine Learning, Python, NLP",None,10,76,93,Cloud,"Power BI, Deep Learning, Azure, Machine Learning, Python, NLP. 8 projects completed. Certified in Azure. Domain: Data Science."
C195,Candidate_195,M.Tech,9,"Python, Deep Learning, NLP",Google,5,91,80,Cloud,"Python, Deep Learning, NLP. 10 projects completed. Certified in Google. Domain: Cloud."
C196,Candidate_196,M.Tech,6,"TensorFlow, Power BI, Tableau, PyTorch",Google,5,68,94,Data Science,"TensorFlow, Power BI, Tableau, PyTorch. 4 projects completed. Certified in Google. Domain: Data Science."
C197,Candidate_197,MCA,1,"NLP, TensorFlow, Power BI, SQL, PyTorch",Google,6,89,54,Cloud,"NLP, TensorFlow, Power BI, SQL, PyTorch. 3 projects completed. Certified in Azure. Domain: AI."
C198,Candidate_198,M.Tech,4,"Azure, Machine Learning, SQL",Azure,8,61,85,Analytics,"Azure, Machine Learning, SQL. 5 projects completed. Certified in Azure. Domain: Analytics."
C199,Candidate_199,B.Sc Data Science,8,"Tableau, Azure, PyTorch, Deep Learning, TensorFlow",None,3,63,62,Cloud,"Tableau, Azure, PyTorch, Deep Learning, TensorFlow. 2 projects completed. Certified in AWS. Domain: Cloud."
C200,Candidate_200,MCA,7,"Tableau, PyTorch, SQL",Google,10,89,52,Analytics,"Tableau, PyTorch, SQL. 6 projects completed. Certified in AWS. Domain: AI."
C201,Candidate_201,B.Sc Data Science,3,"Python, Machine Learning, AWS",Google,6,66,83,Analytics,"Python, Machine Learning, AWS. 9 projects completed. Certified in Google. Domain: AI."
C202,Candidate_202,B.Sc Data Science,7,"PyTorch, Power BI, Machine Learning, NLP, AWS, TensorFlow",Azure,7,85,73,Data Science,"PyTorch, Power BI, Machine Learning, NLP, AWS, TensorFlow. 5 projects completed. Certified in Google. Domain: Cloud."
C203,Candidate_203,MCA,4,"NLP, SQL, AWS, Machine Learning, Python, Tableau",None,1,99,89,AI,"NLP, SQL, AWS, Machine Learning, Python, Tableau. 4 projects completed. Certified in AWS. Domain: AI."
C204,Candidate_204,B.Tech,4,"Power BI, NLP, Deep Learning, Machine Learning, PyTorch",AWS,6,89,77,Analytics,"Power BI, NLP, Deep Learning, Machine Learning, PyTorch. 4 projects completed. Certified in Google. Domain: Cloud."
C205,Candidate_205,B.Sc Data Science,6,"Azure, Tableau, AWS, NLP",Google,9,98,93,AI,"Azure, Tableau, AWS, NLP. 4 projects completed. Certified in Azure. Domain: Data Science."
C206,Candidate_206,M.Tech,10,"Deep Learning, SQL, TensorFlow, PyTorch, Power BI",Azure,9,78,94,AI,"Deep Learning, SQL, TensorFlow, PyTorch, Power BI. 5 projects completed. Certified in Google. Domain: Analytics."
C207,Candidate_207,MCA,1,"Python, NLP, PyTorch, SQL, Machine Learning",Azure,1,100,86,Data Science,"Python, NLP, PyTorch, SQL, Machine Learning. 9 projects completed. Certified in AWS. Domain: Analytics."
C208,Candidate_208,B.Sc Data Science,7,"Azure, Machine Learning, Tableau",AWS,2,80,79,Analytics,"Azure, Machine Learning, Tableau. 10 projects completed. Certified in Azure. Domain: Data Science."
C209,Candidate_209,B.Tech,7,"Azure, TensorFlow, NLP",None,6,52,84,AI,"Azure, TensorFlow, NLP. 8 projects completed. Certified in Google. Domain: AI."
C210,Candidate_210,B.Tech,2,"Deep Learning, Tableau, SQL",Google,5,91,95,Data Science,"Deep Learning, Tableau, SQL. 1 projects completed. Certified in Azure. Domain: AI."
C211,Candidate_211,M.Tech,3,"Machine Learning, SQL, NLP",None,3,62,88,AI,"Machine Learning, SQL, NLP. 4 projects completed. Certified in Azure. Domain: Cloud."
C212,Candidate_212,MCA,7,"Power BI, TensorFlow, Tableau, Azure, Deep Learning",AWS,3,80,72,Data Science,"Power BI, TensorFlow, Tableau, Azure, Deep Learning. 6 projects completed. Certified in Google. Domain: AI."
C213,Candidate_213,B.Tech,0,"TensorFlow, Machine Learning, Python, AWS",Azure,10,90,91,Data Science,"TensorFlow, Machine Learning, Python, AWS. 2 projects completed. Certified in Azure. Domain: Cloud."
C214,Candidate_214,M.Tech,10,"Machine Learning, AWS, SQL, Azure, Tableau",Azure,7,74,96,Data Science,"Machine Learning, AWS, SQL, Azure, Tableau. 5 projects completed. Certified in Google. Domain: AI."
C215,Candidate_215,B.Sc Data Science,7,"NLP, SQL, PyTorch",Google,9,65,50,Analytics,"NLP, SQL, PyTorch. 3 projects completed. Certified in AWS. Domain: AI."
C216,Candidate_216,MCA,1,"Deep Learning, AWS, Tableau, TensorFlow",Google,5,75,57,Data Science,"Deep Learning, AWS, Tableau, TensorFlow. 1 projects completed. Certified in Azure. Domain: Cloud."
C217,Candidate_217,B.Sc Data Science,6,"NLP, Power BI, AWS, Tableau, Azure, PyTorch",Google,2,73,69,Cloud,"NLP, Power BI, AWS, Tableau, Azure, PyTorch. 9 projects completed. Certified in Google. Domain: Data Science."
C218,Candidate_218,B.Sc Data Science,5,"Deep Learning, TensorFlow, Azure",AWS,9,55,67,Analytics,"Deep Learning, TensorFlow, Azure. 6 projects completed. Certified in AWS. Domain: Analytics."
C219,Candidate_219,B.Sc Data Science,3,"PyTorch, Python, Machine Learning, AWS",Azure,9,91,63,Cloud,"PyTorch, Python, Machine Learning, AWS. 10 projects completed. Certified in Azure. Domain: Cloud."
C220,Candidate_220,M.Tech,9,"PyTorch, Python, Machine Learning, Tableau, Deep Learning",Google,1,79,94,Data Science,"PyTorch, Python, Machine Learning, Tableau, Deep Learning. 9 projects completed. Certified in AWS. Domain: Analytics."
C221,Candidate_221,B.Tech,9,"Deep Learning, TensorFlow, NLP, Python, Azure, AWS",AWS,8,78,70,Cloud,"Deep Learning, TensorFlow, NLP, Python, Azure, AWS. 5 projects completed. Certified in Azure. Domain: Cloud."
C222,Candidate_222,B.Tech,7,"Azure, Tableau, NLP, Deep Learning, SQL",None,9,77,51,Data Science,"Azure, Tableau, NLP, Deep Learning, SQL. 1 projects completed. Certified in Azure. Domain: Cloud."
C223,Candidate_223,M.Tech,0,"TensorFlow, Python, NLP, PyTorch",Azure,8,95,52,AI,"TensorFlow, Python, NLP, PyTorch. 10 projects completed. Certified in AWS. Domain: Analytics."
C224,Candidate_224,MCA,3,"Azure, NLP, SQL",AWS,4,95,84,Data Science,"Azure, NLP, SQL. 9 projects completed. Certified in Google. Domain: Analytics."
C225,Candidate_225,MCA,2,"AWS, Python, Deep Learning, SQL, Power BI, Tableau",Google,7,83,55,Cloud,"AWS, Python, Deep Learning, SQL, Power BI, Tableau. 3 projects completed. Certified in Google. Domain: AI."
C226,Candidate_226,MCA,6,"Python, Power BI, PyTorch",Azure,9,62,62,Analytics,"Python, Power BI, PyTorch. 8 projects completed. Certified in AWS. Domain: Analytics."
C227,Candidate_227,B.Tech,8,"Azure, Deep Learning, AWS, TensorFlow, Machine Learning",AWS,6,96,65,Cloud,"Azure, Deep Learning, AWS, TensorFlow, Machine Learning. 7 projects completed. Certified in AWS. Domain: Analytics."
C228,Candidate_228,M.Tech,7,"PyTorch, Power BI, Deep Learning, SQL",None,2,59,89,AI,"PyTorch, Power BI, Deep Learning, SQL. 9 projects completed. Certified in Google. Domain: Cloud."
C229,Candidate_229,MCA,10,"TensorFlow, Power BI, SQL, PyTorch",None,6,83,55,AI,"TensorFlow, Power BI, SQL, PyTorch. 5 projects completed. Certified in Google. Domain: Data Science."
C230,Candidate_230,B.Tech,8,"PyTorch, Python, Machine Learning, Tableau",Azure,8,75,66,Analytics,"PyTorch, Python, Machine Learning, Tableau. 1 projects completed. Certified in Google. Domain: Cloud."
C231,Candidate_231,MCA,10,"Tableau, Python, Deep Learning, NLP, SQL, Azure",None,3,79,53,Cloud,"Tableau, Python, Deep Learning, NLP, SQL, Azure. 5 projects completed. Certified in Google. Domain: Cloud."
C232,Candidate_232,B.Tech,1,"TensorFlow, Azure, Machine Learning, Power BI, AWS, Tableau",AWS,4,83,97,Analytics,"TensorFlow, Azure, Machine Learning, Power BI, AWS, Tableau. 9 projects completed. Certified in Google. Domain: Analytics."
C233,Candidate_233,M.Tech,10,"AWS, Python, TensorFlow, NLP",Google,2,93,90,Data Science,"AWS, Python, TensorFlow, NLP. 2 projects completed. Certified in Google. Domain: Cloud."
C234,Candidate_234,B.Tech,10,"NLP, Power BI, Azure, Machine Learning, Deep Learning",None,8,80,54,Cloud,"NLP, Power BI, Azure, Machine Learning, Deep Learning. 5 projects completed. Certified in Google. Domain: AI."
C235,Candidate_235,M.Tech,1,"Azure, AWS, Python, Deep Learning, SQL",AWS,8,86,82,Cloud,"Azure, AWS, Python, Deep Learning, SQL. 2 projects completed. Certified in AWS. Domain: Cloud."
C236,Candidate_236,B.Tech,4,"NLP, PyTorch, Deep Learning, TensorFlow",None,6,93,61,Cloud,"NLP, PyTorch, Deep Learning, TensorFlow. 5 projects completed. Certified in Google. Domain: Data Science."
C237,Candidate_237,B.Sc Data Science,6,"SQL, AWS, Deep Learning, PyTorch, Machine Learning, TensorFlow",AWS,4,89,97,Cloud,"SQL, AWS, Deep Learning, PyTorch, Machine Learning, TensorFlow. 6 projects completed. Certified in AWS. Domain: Cloud."
C238,Candidate_238,B.Tech,0,"Machine Learning, Python, Azure, Tableau, SQL",Google,4,86,69,Analytics,"Machine Learning, Python, Azure, Tableau, SQL. 10 projects completed. Certified in AWS. Domain: Cloud."
C239,Candidate_239,B.Tech,5,"Deep Learning, Power BI, Machine Learning, Azure",None,6,95,80,Data Science,"Deep Learning, Power BI, Machine Learning, Azure. 2 projects completed. Certified in Google. Domain: Cloud."
C240,Candidate_240,B.Tech,9,"AWS, Tableau, Power BI, SQL",Azure,6,71,60,Cloud,"AWS, Tableau, Power BI, SQL. 10 projects completed. Certified in AWS. Domain: Analytics."
C241,Candidate_241,B.Tech,7,"PyTorch, Python, Tableau, Power BI",AWS,2,62,67,Analytics,"PyTorch, Python, Tableau, Power BI. 6 projects completed. Certified in Azure. Domain: Analytics."
C242,Candidate_242,M.Tech,8,"Azure, PyTorch, Tableau, SQL",AWS,10,56,91,Analytics,"Azure, PyTorch, Tableau, SQL. 2 projects completed. Certified in Google. Domain: Data Science."
C243,Candidate_243,MCA,6,"NLP, Power BI, Deep Learning, TensorFlow",AWS,5,64,77,AI,"NLP, Power BI, Deep Learning, TensorFlow. 8 projects completed. Certified in Azure. Domain: Cloud."
C244,Candidate_244,B.Sc Data Science,3,"Power BI, NLP, PyTorch, Machine Learning, TensorFlow, Azure",None,4,86,63,Analytics,"Power BI, NLP, PyTorch, Machine Learning, TensorFlow, Azure. 6 projects completed. Certified in Azure. Domain: AI."
C245,Candidate_245,B.Sc Data Science,2,"AWS, Machine Learning, Tableau, NLP, Deep Learning",Azure,5,64,63,Analytics,"AWS, Machine Learning, Tableau, NLP, Deep Learning. 10 projects completed. Certified in AWS. Domain: Analytics."
C246,Candidate_246,MCA,3,"Python, Machine Learning, SQL",Azure,9,65,60,Data Science,"Python, Machine Learning, SQL. 6 projects completed. Certified in AWS. Domain: Cloud."
C247,Candidate_247,B.Tech,7,"Tableau, Power BI, SQL, Machine Learning",None,9,72,88,Cloud,"Tableau, Power BI, SQL, Machine Learning. 5 projects completed. Certified in Google. Domain: Cloud."
C248,Candidate_248,MCA,5,"Tableau, Deep Learning, NLP",Google,3,58,98,Cloud,"Tableau, Deep Learning, NLP. 1 projects completed. Certified in AWS. Domain: Data Science."
C249,Candidate_249,MCA,3,"Azure, SQL, AWS, Python, PyTorch",Azure,7,55,87,Analytics,"Azure, SQL, AWS, Python, PyTorch. 7 projects completed. Certified in Google. Domain: Cloud."
C250,Candidate_250,B.Sc Data Science,1,"NLP, PyTorch, AWS, Machine Learning",Google,5,92,59,Data Science,"NLP, PyTorch, AWS, Machine Learning. 8 projects completed. Certified in Azure. Domain: Analytics."
