candidate_id,name,education,experience_years,skills,certifications,projects_count,github_score,linkedin_activity,domain,resume_text
C251,Candidate_251,B.Sc Data Science,5,"PyTorch, Deep Learning, Machine Learning, Power BI, Tableau, AWS",None,5,74,81,AI,"PyTorch, Deep Learning, Machine Learning, Power BI, Tableau, AWS. 1 projects completed. Certified in Google. Domain: AI."
C252,Candidate_252,MCA,2,"Deep Learning, TensorFlow, Python, PyTorch",Google,2,99,60,Analytics,"Deep Learning, TensorFlow, Python, PyTorch. 7 projects completed. Certified in Google. Domain: Analytics."
C253,Candidate_253,MCA,10,"NLP, Power BI, SQL",Google,10,76,53,AI,"NLP, Power BI, SQL. 6 projects completed. Certified in AWS. Domain: Cloud."
C254,Candidate_254,M.Tech,7,"Deep Learning, NLP, Python",AWS,8,89,100,Analytics,"Deep Learning, NLP, Python. 10 projects completed. Certified in Google. Domain: Cloud."
C255,Candidate_255,M.Tech,2,"SQL, AWS, PyTorch, Azure",AWS,6,87,90,Cloud,"SQL, AWS, PyTorch, Azure. 5 projects completed. Certified in AWS. Domain: Analytics."
C256,Candidate_256,B.Sc Data Science,5,"AWS, Python, SQL",Azure,9,81,69,Data Science,"AWS, Python, SQL. 4 projects completed. Certified in AWS. Domain: Analytics."
C257,Candidate_257,MCA,2,"Azure, TensorFlow, Power BI, Deep Learning",Azure,1,67,83,AI,"Azure, TensorFlow, Power BI, Deep Learning. 8 projects completed. Certified in Azure. Domain: Data Science."
C258,Candidate_258,B.Sc Data Science,4,"PyTorch, Azure, Deep Learning",Azure,9,95,99,AI,"PyTorch, Azure, Deep Learning. 2 projects completed. Certified in Azure. Domain: Data Science."
C259,Candidate_259,B.Sc Data Science,7,"SQL, Machine Learning, Python, Azure",AWS,5,73,77,Cloud,"SQL, Machine Learning, Python, Azure. 9 projects completed. Certified in Google. Domain: Data Science."
C260,Candidate_260,B.Sc Data Science,10,"Deep Learning, SQL, Python, AWS, Tableau, TensorFlow",None,7,74,89,Data Science,"Deep Learning, SQL, Python, AWS, Tableau, TensorFlow. 2 projects completed. Certified in Google. Domain: AI."
C261,Candidate_261,M.Tech,0,"PyTorch, SQL, TensorFlow",AWS,3,74,79,Data Science,"PyTorch, SQL, TensorFlow. 10 projects completed. Certified in Azure. Domain: AI."
C262,Candidate_262,B.Tech,2,"SQL, Python, Power BI, Tableau, Azure, NLP",None,8,51,85,Cloud,"SQL, Python, Power BI, Tableau, Azure, NLP. 5 projects completed. Certified in Google. Domain: Cloud."
C263,Candidate_263,B.Sc Data Science,6,"Machine Learning, TensorFlow, Tableau, PyTorch",Google,3,59,87,Analytics,"Machine Learning, TensorFlow, Tableau, PyTorch. 2 projects completed. Certified in Google. Domain: Cloud."
C264,Candidate_264,B.Sc Data Science,6,"Deep Learning, SQL, PyTorch, Python, NLP, AWS",AWS,7,52,56,Data Science,"Deep Learning, SQL, PyTorch, Python, NLP, AWS. 3 projects completed. Certified in Azure. Domain: Data Science."
C265,Candidate_265,B.Tech,8,"Azure, Machine Learning, TensorFlow, PyTorch, Tableau, SQL",Google,10,100,91,Data Science,"Azure, Machine Learning, TensorFlow, PyTorch, Tableau, SQL. 10 projects completed. Certified in Google. Domain: AI."
C266,Candidate_266,M.Tech,2,"TensorFlow, Azure, NLP",None,3,62,79,Data Science,"TensorFlow, Azure, NLP. 1 projects completed. Certified in Google. Domain: Data Science."
C267,Candidate_267,MCA,2,"Power BI, Machine Learning, SQL",Google,6,50,85,Data Science,"Power BI, Machine Learning, SQL. 9 projects completed. Certified in AWS. Domain: Analytics."
C268,Candidate_268,M.Tech,10,"Azure, AWS, TensorFlow, Machine Learning, SQL",Azure,6,50,98,Cloud,"Azure, AWS, TensorFlow, Machine Learning, SQL. 3 projects completed. Certified in AWS. Domain: Cloud."
C269,Candidate_269,MCA,1,"Machine Learning, SQL, Deep Learning, NLP",Azure,5,58,57,AI,"Machine Learning, SQL, Deep Learning, NLP. 8 projects completed. Certified in Google. Domain: Cloud."
C270,Candidate_270,MCA,4,"TensorFlow, Tableau, Deep Learning",AWS,3,76,82,Cloud,"TensorFlow, Tableau, Deep Learning. 6 projects completed. Certified in AWS. Domain: Analytics."
C271,Candidate_271,B.Sc Data Science,6,"Azure, NLP, TensorFlow, AWS",Azure,10,59,67,Cloud,"Azure, NLP, TensorFlow, AWS. 8 projects completed. Certified in AWS. Domain: AI."
C272,Candidate_272,B.Sc Data Science,3,"AWS, Tableau, Python, NLP",None,7,69,79,AI,"AWS, Tableau, Python, NLP. 5 projects completed. Certified in Azure. Domain: Analytics."
C273,Candidate_273,M.Tech,3,"Machine Learning, Deep Learning, Azure, Tableau",AWS,9,58,64,Data Science,"Machine Learning, Deep Learning, Azure, Tableau. 2 projects completed. Certified in Google. Domain: Data Science."
C274,Candidate_274,B.Sc Data Science,4,"Power BI, Python, PyTorch, Machine Learning, TensorFlow",AWS,5,96,55,Analytics,"Power BI, Python, PyTorch, Machine Learning, TensorFlow. 4 projects completed. Certified in AWS. Domain: Cloud."
C275,Candidate_275,B.Sc Data Science,10,"Python, Azure, NLP, SQL, PyTorch, Deep Learning",AWS,8,88,91,Cloud,"Python, Azure, NLP, SQL, PyTorch, Deep Learning. 2 projects completed. Certified in AWS. Domain: AI."
C276,Candidate_276,B.Tech,0,"SQL, Tableau, TensorFlow, Power BI",AWS,2,94,94,AI,"SQL, Tableau, TensorFlow, Power BI. 4 projects completed. Certified in AWS. Domain: Cloud."
C277,Candidate_277,B.Sc Data Science,8,"Azure, Machine Learning, NLP, TensorFlow, PyTorch, Power BI",Google,3,63,74,Data Science,"Azure, Machine Learning, NLP, TensorFlow, PyTorch, Power BI. 2 projects completed. Certified in Google. Domain: Data Science."
C278,Candidate_278,MCA,3,"AWS, NLP, TensorFlow, Deep Learning, SQL, Power BI",Google,3,73,63,Cloud,"AWS, NLP, TensorFlow, Deep Learning, SQL, Power BI. 4 projects completed. Certified in Google. Domain: Data Science."
C279,Candidate_279,MCA,5,"AWS, Azure, Power BI",Azure,1,80,56,Data Science,"AWS, Azure, Power BI. 8 projects completed. Certified in Azure. Domain: Data Science."
C280,Candidate_280,MCA,9,"SQL, TensorFlow, Machine Learning, PyTorch, Python",None,7,83,61,AI,"SQL, TensorFlow, Machine Learning, PyTorch, Python. 2 projects completed. Certified in Azure. Domain: Analytics."
C281,Candidate_281,B.Tech,2,"Python, Power BI, Machine Learning, Tableau, Deep Learning",Azure,8,94,83,Data Science,"Python, Power BI, Machine Learning, Tableau, Deep Learning. 3 projects completed. Certified in Azure. Domain: Cloud."
C282,Candidate_282,B.Sc Data Science,7,"AWS, Machine Learning, SQL, PyTorch",Azure,10,78,97,Cloud,"AWS, Machine Learning, SQL, PyTorch. 2 projects completed. Certified in Azure. Domain: Data Science."
C283,Candidate_283,M.Tech,6,"TensorFlow, Tableau, Deep Learning, Power BI, NLP",AWS,5,50,87,AI,"TensorFlow, Tableau, Deep Learning, Power BI, NLP. 3 projects completed. Certified in Google. Domain: Data Science."
C284,Candidate_284,M.Tech,5,"SQL, Deep Learning, AWS, TensorFlow",Azure,3,70,60,Analytics,"SQL, Deep Learning, AWS, TensorFlow. 1 projects completed. Certified in Azure. Domain: Data Science."
C285,Candidate_285,B.Sc Data Science,8,"TensorFlow, AWS, Power BI, Azure",None,5,63,74,Analytics,"TensorFlow, AWS, Power BI, Azure. 10 projects completed. Certified in Google. Domain: Cloud."
C286,Candidate_286,M.Tech,3,"TensorFlow, SQL, NLP, Tableau, Azure",Azure,4,99,59,Data Science,"TensorFlow, SQL, NLP, Tableau, Azure. 1 projects completed. Certified in Azure. Domain: AI."
C287,Candidate_287,B.Sc Data Science,6,"Deep Learning, Power BI, NLP",AWS,2,90,96,Data Science,"Deep Learning, Power BI, NLP. 5 projects completed. Certified in Azure. Domain: Data Science."
C288,Candidate_288,B.Sc Data Science,1,"Azure, SQL, AWS, Machine Learning, Tableau",None,2,70,93,AI,"Azure, SQL, AWS, Machine Learning, Tableau. 5 projects completed. Certified in AWS. Domain: Analytics."
C289,Candidate_289,M.Tech,6,"Machine Learning, NLP, SQL, Azure",None,2,95,100,Analytics,"Machine Learning, NLP, SQL, Azure. 2 projects completed. Certified in Azure. Domain: Analytics."
C290,Candidate_290,B.Tech,4,"NLP, Power BI, Machine Learning, Azure, Tableau",Azure,4,54,82,AI,"NLP, Power BI, Machine Learning, Azure, Tableau. 4 projects completed. Certified in AWS. Domain: AI."
C291,Candidate_291,B.Sc Data Science,10,"Deep Learning, SQL, NLP, Azure, AWS, TensorFlow",Google,7,57,58,Cloud,"Deep Learning, SQL, NLP, Azure, AWS, TensorFlow. 6 projects completed. Certified in Azure. Domain: Cloud."
C292,Candidate_292,MCA,4,"Power BI, AWS, PyTorch, Machine Learning, Python, NLP",None,8,96,92,Cloud,"Power BI, AWS, PyTorch, Machine Learning, Python, NLP. 1 projects completed. Certified in Google. Domain: AI."
C293,Candidate_293,B.Sc Data Science,8,"TensorFlow, Tableau, NLP, PyTorch",None,4,75,73,Analytics,"TensorFlow, Tableau, NLP, PyTorch. 1 projects completed. Certified in Azure. Domain: Data Science."
C294,Candidate_294,M.Tech,0,"Power BI, TensorFlow, Tableau, AWS",AWS,2,84,73,Cloud,"Power BI, TensorFlow, Tableau, AWS. 9 projects completed. Certified in Google. Domain: Analytics."
C295,Candidate_295,M.Tech,5,"NLP, SQL, Azure, Tableau",Azure,3,85,58,Cloud,"NLP, SQL, Azure, Tableau. 4 projects completed. Certified in Azure. Domain: Analytics."
C296,Candidate_296,MCA,9,"Deep Learning, Azure, PyTorch, SQL, NLP, AWS",None,3,60,52,Data Science,"Deep Learning, Azure, PyTorch, SQL, NLP, AWS. 4 projects completed. Certified in AWS. Domain: AI."
C297,Candidate_297,M.Tech,0,"AWS, Azure, Power BI, Machine Learning",Azure,10,77,63,Cloud,"AWS, Azure, Power BI, Machine Learning. 8 projects completed. Certified in Google. Domain: Cloud."
C298,Candidate_298,B.Tech,7,"AWS, Azure, SQL, NLP",AWS,5,96,73,Analytics,"AWS, Azure, SQL, NLP. 7 projects completed. Certified in Azure. Domain: AI."
C299,Candidate_299,M.Tech,7,"Python, AWS, Tableau, Machine Learning, Azure",Azure,6,94,79,AI,"Python, AWS, Tableau, Machine Learning, Azure. 10 projects completed. Certified in AWS. Domain: Data Science."
C300,Candidate_300,B.Sc Data Science,3,"SQL, Python, Deep Learning, TensorFlow, PyTorch",AWS,8,85,57,AI,"SQL, Python, Deep Learning, TensorFlow, PyTorch. 10 projects completed. Certified in AWS. Domain: AI."
C301,Candidate_301,M.Tech,6,"NLP, TensorFlow, Deep Learning, SQL, Python, Power BI",AWS,3,91,62,Data Science,"NLP, TensorFlow, Deep Learning, SQL, Python, Power BI. 7 projects completed. Certified in Azure. Domain: Cloud."
C302,Candidate_302,B.Tech,9,"PyTorch, Azure, TensorFlow, Power BI, Python",None,8,83,50,AI,"PyTorch, Azure, TensorFlow, Power BI, Python. 10 projects completed. Certified in AWS. Domain: Cloud."
C303,Candidate_303,M.Tech,6,"TensorFlow, Machine Learning, NLP, AWS",AWS,1,80,83,AI,"TensorFlow, Machine Learning, NLP, AWS. 9 projects completed. Certified in Azure. Domain: Cloud."
C304,Candidate_304,MCA,8,"Machine Learning, SQL, Python, Tableau, Azure",None,6,99,69,Analytics,"Machine Learning, SQL, Python, Tableau, Azure. 5 projects completed. Certified in Azure. Domain: AI."
C305,Candidate_305,B.Sc Data Science,2,"PyTorch, TensorFlow, Machine Learning, SQL",Google,10,65,68,Data Science,"PyTorch, TensorFlow, Machine Learning, SQL. 7 projects completed. Certified in AWS. Domain: Cloud."
C306,Candidate_306,M.Tech,8,"Power BI, TensorFlow, Machine Learning, NLP, AWS",None,2,53,72,AI,"Power BI, TensorFlow, Machine Learning, NLP, AWS. 1 projects completed. Certified in AWS. Domain: Data Science."
C307,Candidate_307,B.Tech,0,"Power BI, AWS, Machine Learning",AWS,10,80,87,Analytics,"Power BI, AWS, Machine Learning. 1 projects completed. Certified in Google. Domain: Cloud."
C308,Candidate_308,MCA,8,"Azure, Tableau, AWS, TensorFlow, NLP, Deep Learning",Azure,7,53,76,AI,"Azure, Tableau, AWS, TensorFlow, NLP, Deep Learning. 9 projects completed. Certified in Azure. Domain: Cloud."
C309,Candidate_309,M.Tech,7,"Python, SQL, NLP, Azure, Tableau",Azure,4,91,80,Cloud,"Python, SQL, NLP, Azure, Tableau. 6 projects completed. Certified in Google. Domain: Data Science."
C310,Candidate_310,M.Tech,10,"Power BI, Python, AWS, Machine Learning",Azure,8,52,78,Cloud,"Power BI, Python, AWS, Machine Learning. 8 projects completed. Certified in Azure. Domain: Analytics."
C311,Candidate_311,M.Tech,2,"NLP, Deep Learning, Power BI",AWS,4,60,82,Analytics,"NLP, Deep Learning, Power BI. 9 projects completed. Certified in AWS. Domain: Analytics."
C312,Candidate_312,B.Tech,3,"NLP, PyTorch, Tableau, Deep Learning, TensorFlow",None,8,97,77,Cloud,"NLP, PyTorch, Tableau, Deep Learning, TensorFlow. 1 projects completed. Certified in AWS. Domain: Data Science."
C313,Candidate_313,M.Tech,5,"Power BI, NLP, Tableau, TensorFlow, Python",Azure,4,58,99,Data Science,"Power BI, NLP, Tableau, TensorFlow, Python. 6 projects completed. Certified in AWS. Domain: Analytics."
C314,Candidate_314,M.Tech,0,"NLP, AWS, SQL",AWS,7,77,96,Data Science,"NLP, AWS, SQL. 2 projects completed. Certified in Azure. Domain: Cloud."
C315,Candidate_315,MCA,9,"Tableau, Azure, Power BI",Google,9,53,84,Cloud,"Tableau, Azure, Power BI. 9 projects completed. Certified in Azure. Domain: Analytics."
C316,Candidate_316,MCA,0,"TensorFlow, NLP, Azure, PyTorch, Power BI, SQL",Google,6,70,69,AI,"TensorFlow, NLP, Azure, PyTorch, Power BI, SQL. 2 projects completed. Certified in AWS. Domain: AI."
C317,Candidate_317,B.Tech,2,"Tableau, Azure, AWS, TensorFlow, PyTorch",AWS,5,97,57,Data Science,"Tableau, Azure, AWS, TensorFlow, PyTorch. 2 projects completed. Certified in Google. Domain: AI."
C318,Candidate_318,MCA,4,"Azure, Machine Learning, Tableau, NLP, SQL, Python",Azure,6,63,68,Data Science,"Azure, Machine Learning, Tableau, NLP, SQL, Python. 2 projects completed. Certified in Google. Domain: Data Science."
C319,Candidate_319,M.Tech,1,"AWS, Python, SQL",None,1,97,78,Analytics,"AWS, Python, SQL. 4 projects completed. Certified in Azure. Domain: Cloud."
C320,Candidate_320,MCA,2,"SQL, Machine Learning, PyTorch, AWS, Azure, TensorFlow",Azure,2,85,50,Analytics,"SQL, Machine Learning, PyTorch, AWS, Azure, TensorFlow. 3 projects completed. Certified in Azure. Domain: AI."
C321,Candidate_321,B.Tech,9,"NLP, Machine Learning, TensorFlow",None,7,61,92,Data Science,"NLP, Machine Learning, TensorFlow. 2 projects completed. Certified in Google. Domain: Analytics."
C322,Candidate_322,M.Tech,4,"PyTorch, SQL, Azure, Power BI, Tableau",AWS,3,82,97,Cloud,"PyTorch, SQL, Azure, Power BI, Tableau. 5 projects completed. Certified in AWS. Domain: Analytics."
C323,Candidate_323,M.Tech,5,"PyTorch, NLP, Azure",None,6,98,55,Data Science,"PyTorch, NLP, Azure. 10 projects completed. Certified in Azure. Domain: Cloud."
C324,Candidate_324,M.Tech,6,"Machine Learning, Tableau, PyTorch, Azure, AWS, TensorFlow",Google,3,85,79,AI,"Machine Learning, Tableau, PyTorch, Azure, AWS, TensorFlow. 7 projects completed. Certified in AWS. Domain: Analytics."
C325,Candidate_325,MCA,10,"Machine Learning, Tableau, Power BI, Python",Google,10,85,79,Data Science,"Machine Learning, Tableau, Power BI, Python. 2 projects completed. Certified in Google. Domain: AI."
C326,Candidate_326,MCA,4,"Deep Learning, AWS, Python, PyTorch",Azure,10,67,82,Data Science,"Deep Learning, AWS, Python, PyTorch. 9 projects completed. Certified in Google. Domain: AI."
C327,Candidate_327,M.Tech,3,"PyTorch, Tableau, AWS, NLP, Azure, SQL",None,7,56,77,Data Science,"PyTorch, Tableau, AWS, NLP, Azure, SQL. 1 projects completed. Certified in AWS. Domain: AI."
C328,Candidate_328,M.Tech,1,"Tableau, Machine Learning, Python",Google,7,77,50,Cloud,"Tableau, Machine Learning, Python. 7 projects completed. Certified in AWS. Domain: AI."
C329,Candidate_329,M.Tech,5,"Power BI, Tableau, SQL, NLP",AWS,5,56,92,AI,"Power BI, Tableau, SQL, NLP. 1 projects completed. Certified in Google. Domain: Cloud."
C330,Candidate_330,MCA,10,"Tableau, Machine Learning, Azure",None,3,99,82,Analytics,"Tableau, Machine Learning, Azure. 4 projects completed. Certified in Google. Domain: Data Science."
C331,Candidate_331,M.Tech,4,"PyTorch, Azure, Machine Learning, SQL, Tableau, NLP",AWS,6,54,100,Data Science,"PyTorch, Azure, Machine Learning, SQL, Tableau, NLP. 5 projects completed. Certified in Google. Domain: Cloud."
C332,Candidate_332,M.Tech,7,"TensorFlow, Tableau, AWS",Google,10,80,80,AI,"TensorFlow, Tableau, AWS. 7 projects completed. Certified in AWS. Domain: Analytics."
C333,Candidate_333,MCA,10,"Tableau, Deep Learning, Azure",AWS,4,96,73,Data Science,"Tableau, Deep Learning, Azure. 1 projects completed. Certified in AWS. Domain: Data Science."
C334,Candidate_334,B.Sc Data Science,4,"PyTorch, TensorFlow, Azure, Machine Learning",None,3,86,72,AI,"PyTorch, TensorFlow, Azure, Machine Learning. 2 projects completed. Certified in Azure. Domain: Analytics."
C335,Candidate_335,B.Sc Data Science,8,"AWS, SQL, Tableau, Machine Learning, Azure",None,10,76,100,AI,"AWS, SQL, Tableau, Machine Learning, Azure. 4 projects completed. Certified in AWS. Domain: Cloud."
C336,Candidate_336,MCA,1,"NLP, Python, TensorFlow, Power BI",AWS,1,74,98,AI,"NLP, Python, TensorFlow, Power BI. 5 projects completed. Certified in AWS. Domain: Cloud."
C337,Candidate_337,MCA,2,"SQL, Python, Machine Learning, Tableau, AWS, Azure",None,4,51,50,Cloud,"SQL, Python, Machine Learning, Tableau, AWS, Azure. 10 projects completed. Certified in AWS. Domain: Data Science."
C338,Candidate_338,B.Tech,1,"Tableau, TensorFlow, Deep Learning, NLP, Power BI, PyTorch",Google,7,98,97,Cloud,"Tableau, TensorFlow, Deep Learning, NLP, Power BI, PyTorch. 2 projects completed. Certified in AWS. Domain: Analytics."
C339,Candidate_339,B.Sc Data Science,0,"AWS, Python, Machine Learning",AWS,7,90,59,Cloud,"AWS, Python, Machine Learning. 9 projects completed. Certified in Google. Domain: Analytics."
C340,Candidate_340,MCA,8,"NLP, TensorFlow, Tableau",Google,6,51,51,Analytics,"NLP, TensorFlow, Tableau. 6 projects completed. Certified in AWS. Domain: Data Science."
C341,Candidate_341,M.Tech,7,"Python, AWS, PyTorch, Azure",None,5,88,93,AI,"Python, AWS, PyTorch, Azure. 5 projects completed. Certified in AWS. Domain: AI."
C342,Candidate_342,B.Sc Data Science,7,"Azure, Tableau, Deep Learning, Python, Power BI, Machine Learning",Azure,2,74,82,Cloud,"Azure, Tableau, Deep Learning, Python, Power BI, Machine Learning. 2 projects completed. Certified in AWS. Domain: Analytics."
C343,Candidate_343,B.Sc Data Science,0,"Machine Learning, AWS, Deep Learning, NLP, Azure",None,1,55,100,Analytics,"Machine Learning, AWS, Deep Learning, NLP, Azure. 7 projects completed. Certified in AWS. Domain: AI."
C344,Candidate_344,M.Tech,4,"PyTorch, Azure, Power BI, Tableau, SQL, AWS",None,6,66,97,Analytics,"PyTorch, Azure, Power BI, Tableau, SQL, AWS. 7 projects completed. Certified in AWS. Domain: AI."
C345,Candidate_345,B.Sc Data Science,1,"NLP, Machine Learning, Azure, TensorFlow, Power BI",AWS,4,65,58,Analytics,"NLP, Machine Learning, Azure, TensorFlow, Power BI. 10 projects completed. Certified in Azure. Domain: AI."
C346,Candidate_346,MCA,10,"PyTorch, NLP, Machine Learning, AWS, SQL, Python",AWS,8,86,74,Data Science,"PyTorch, NLP, Machine Learning, AWS, SQL, Python. 8 projects completed. Certified in AWS. Domain: Cloud."
C347,Candidate_347,MCA,7,"Python, Azure, TensorFlow, Deep Learning, PyTorch",None,1,53,66,Data Science,"Python, Azure, TensorFlow, Deep Learning, PyTorch. 8 projects completed. Certified in Google. Domain: Analytics."
C348,Candidate_348,B.Sc Data Science,5,"Tableau, Azure, Machine Learning, PyTorch, TensorFlow, Python",Azure,2,73,87,Analytics,"Tableau, Azure, Machine Learning, PyTorch, TensorFlow, Python. 2 projects completed. Certified in Azure. Domain: AI."
C349,Candidate_349,B.Sc Data Science,9,"Machine Learning, AWS, Tableau, TensorFlow, Deep Learning, SQL",Azure,5,99,97,Data Science,"Machine Learning, AWS, Tableau, TensorFlow, Deep Learning, SQL. 2 projects completed. Certified in Azure. Domain: AI."
C350,Candidate_350,B.Sc Data Science,6,"TensorFlow, PyTorch, Machine Learning, Power BI",None,3,97,54,AI,"TensorFlow, PyTorch, Machine Learning, Power BI. 3 projects completed. Certified in AWS. Domain: Analytics."
C351,Candidate_351,MCA,3,"Power BI, Tableau, NLP",Azure,4,72,63,Analytics,"Power BI, Tableau, NLP. 9 projects completed. Certified in AWS. Domain: Cloud."
C352,Candidate_352,B.Tech,10,"PyTorch, TensorFlow, Machine Learning, Power BI, NLP",AWS,7,60,68,Cloud,"PyTorch, TensorFlow, Machine Learning, Power BI, NLP. 8 projects completed. Certified in AWS. Domain: AI."
C353,Candidate_353,B.Sc Data Science,3,"Deep Learning, TensorFlow, AWS",Azure,1,94,96,Data Science,"Deep Learning, TensorFlow, AWS. 6 projects completed. Certified in Azure. Domain: AI."
C354,Candidate_354,M.Tech,1,"Machine Learning, Tableau, Azure, Power BI",AWS,7,53,66,Cloud,"Machine Learning, Tableau, Azure, Power BI. 9 projects completed. Certified in Google. Domain: Data Science."
C355,Candidate_355,B.Sc Data Science,2,"PyTorch, Python, NLP",Azure,8,95,65,Analytics,"PyTorch, Python, NLP. 6 projects completed. Certified in Azure. Domain: Data Science."
C356,Candidate_356,MCA,5,"Power BI, Tableau, Python, AWS, SQL, Deep Learning",AWS,9,94,69,AI,"Power BI, Tableau, Python, AWS, SQL, Deep Learning. 6 projects completed. Certified in Azure. Domain: AI."
C357,Candidate_357,M.Tech,8,"Machine Learning, SQL, Python",Google,8,80,78,Cloud,"Machine Learning, SQL, Python. 5 projects completed. Certified in AWS. Domain: Analytics."
C358,Candidate_358,MCA,10,"Azure, NLP, Machine Learning, PyTorch, AWS",AWS,7,53,53,AI,"Azure, NLP, Machine Learning, PyTorch, AWS. 8 projects completed. Certified in AWS. Domain: Cloud."
C359,Candidate_359,M.Tech,0,"PyTorch, Deep Learning, Machine Learning, Tableau, SQL",AWS,5,59,83,Analytics,"PyTorch, Deep Learning, Machine Learning, Tableau, SQL. 2 projects completed. Certified in Azure. Domain: Cloud."
C360,Candidate_360,MCA,0,"Machine Learning, AWS, Azure",None,8,95,77,Data Science,"Machine Learning, AWS, Azure. 10 projects completed. Certified in Azure. Domain: Cloud."
C361,Candidate_361,M.Tech,5,"Tableau, AWS, Power BI, TensorFlow, Azure",Google,1,58,83,Cloud,"Tableau, AWS, Power BI, TensorFlow, Azure. 7 projects completed. Certified in Google. Domain: Analytics."
C362,Candidate_362,M.Tech,0,"SQL, Tableau, NLP, Deep Learning",None,8,69,87,Analytics,"SQL, Tableau, NLP, Deep Learning. 10 projects completed. Certified in AWS. Domain: Data Science."
C363,Candidate_363,M.Tech,9,"NLP, Power BI, Machine Learning, AWS, SQL, PyTorch",Google,2,100,91,Analytics,"NLP, Power BI, Machine Learning, AWS, SQL, PyTorch. 10 projects completed. Certified in AWS. Domain: AI."
C364,Candidate_364,B.Tech,0,"Machine Learning, Azure, TensorFlow, AWS, NLP, Power BI",Google,1,97,79,Data Science,"Machine Learning, Azure, TensorFlow, AWS, NLP, Power BI. 8 projects completed. Certified in Azure. Domain: Data Science."
C365,Candidate_365,B.Sc Data Science,0,"NLP, SQL, Power BI, Machine Learning, AWS, Deep Learning",None,2,70,72,Analytics,"NLP, SQL, Power BI, Machine Learning, AWS, Deep Learning. 4 projects completed. Certified in AWS. Domain: Cloud."
C366,Candidate_366,B.Tech,9,"Power BI, Machine Learning, Tableau, Deep Learning, TensorFlow, NLP",AWS,6,91,89,Data Science,"Power BI, Machine Learning, Tableau, Deep Learning, TensorFlow, NLP. 9 projects completed. Certified in AWS. Domain: AI."
C367,Candidate_367,B.Tech,2,"SQL, Machine Learning, AWS, PyTorch, Azure, Deep Learning",Azure,10,91,53,Data Science,"SQL, Machine Learning, AWS, PyTorch, Azure, Deep Learning. 3 projects completed. Certified in Azure. Domain: Analytics."
C368,Candidate_368,B.Sc Data Science,3,"AWS, Azure, NLP, TensorFlow, Power BI, Tableau",None,9,75,63,Analytics,"AWS, Azure, NLP, TensorFlow, Power BI, Tableau. 2 projects completed. Certified in Google. Domain: Cloud."
C369,Candidate_369,M.Tech,6,"PyTorch, Machine Learning, Python, Azure, SQL, Tableau",Google,8,79,75,Cloud,"PyTorch, Machine Learning, Python, Azure, SQL, Tableau. 1 projects completed. Certified in Google. Domain: Data Science."
C370,Candidate_370,B.Tech,0,"Deep Learning, SQL, Python",Azure,6,84,75,Data Science,"Deep Learning, SQL, Python. 1 projects completed. Certified in Google. Domain: AI."
C371,Candidate_371,MCA,7,"PyTorch, Python, AWS",Google,6,69,54,Cloud,"PyTorch, Python, AWS. 2 projects completed. Certified in Google. Domain: Cloud."
C372,Candidate_372,B.Tech,9,"NLP, TensorFlow, AWS, Machine Learning, Azure, Python",Azure,3,79,54,AI,"NLP, TensorFlow, AWS, Machine Learning, Azure, Python. 6 projects completed. Certified in AWS. Domain: Cloud."
C373,Candidate_373,MCA,1,"Tableau, SQL, Python, Power BI",None,4,77,99,Cloud,"Tableau, SQL, Python, Power BI. 7 projects completed. Certified in Azure. Domain: Cloud."
C374,Candidate_374,B.Tech,1,"TensorFlow, SQL, Machine Learning, AWS",Google,10,87,97,Analytics,"TensorFlow, SQL, Machine Learning, AWS. 9 projects completed. Certified in AWS. Domain: Data Science."
C375,Candidate_375,M.Tech,8,"AWS, Tableau, PyTorch, TensorFlow, NLP",AWS,8,90,52,AI,"AWS, Tableau, PyTorch, TensorFlow, NLP. 6 projects completed. Certified in AWS. Domain: AI."
